No,DHIS2 Code,MoH_Facility_Name,MoH_Facility_ID,HFR Code,DATIM_ID,SNU,PSNU,Facility,Facility,Military,Funding Agency,IP,COP23FY24
1485,ebuUVG1kBY5,Kawetere Dispensary,ebuUVG1kBY5,102511-3,UzwsIEfulqw,Mbeya,Mbeya District Council,Kawetere Dispensary,Kawetere Dispensary,,DOD,HJF,3
1486,rGoOWzJy57J,Kipeta Dispensary,rGoOWzJy57J,103002-2,C4ZG0nnb86z,Rukwa,Sumbawanga District Council,Kipeta Dispensary,Kipeta Dispensary,,DOD,HJF,3
1487,NtUNH9mxNrg,Makutupora Jkt Health Center,NtUNH9mxNrg,104150-8,naP61BWHM3l,Dodoma,Dodoma Municipal Council,Makutupora Jkt Health Center,Makutupora Jkt Health Center,Military,DOD,HJF,3
1488,COgELJHi3A0,Udinde Dispensary,COgELJHi3A0,108008-4,Kn3xnGsCIHx,Songwe,Songwe District Council,Udinde Dispensary,Udinde Dispensary,,DOD,HJF,3
1489,jofyZj49Bl2,Wampembe Health Center,jofyZj49Bl2,108309-6,nBDW8hIN9sT,Rukwa,Nkasi District Council,Wampembe Health Center,Wampembe Health Center,,DOD,HJF,3
1490,jfcqRtn8MqB,Ilopa Dispensary,jfcqRtn8MqB,101764-9,Z5gehGqhnGJ,Mbeya,Kyela District Council,Ilopa Dispensary,Ilopa Dispensary,,DOD,HJF,3
1491,qAq6iuiQ6ZF,Kilangala Health Center,qAq6iuiQ6ZF,102817-4,iudVQyTJdm0,Rukwa,Nkasi District Council,Kilangala Health Center,Kilangala Health Center,,DOD,HJF,3
1492,AxeLizinWGe,Upendo Dispensary,AxeLizinWGe,109161-0,aZaN6BPSvIc,Mbeya,Chunya District Council,Upendo Dispensary,Upendo Dispensary,,DOD,HJF,3
1493,FBNPxWQSzOz,Korongwe Dispensary,FBNPxWQSzOz,103320-8,hJoV0M1sVM8,Rukwa,Nkasi District Council,Korongwe Dispensary,Korongwe Dispensary,,DOD,HJF,3
1494,vxZRP6neZUs,Kanoge Health Center,vxZRP6neZUs,102337-3,C6rOCIu78h5,Katavi,Nsimbo District Council,Kanoge Health Center,Kanoge Health Center,,DOD,HJF,3
1495,eeCXxQVhGVd,Lusanje Dispensary,eeCXxQVhGVd,103752-2,CIc6KCarYaP,Mbeya,Busokelo District Council,Lusanje Dispensary,Lusanje Dispensary,,DOD,HJF,3
1496,q7AdUL91XNy,Isoko Other Hospital,q7AdUL91XNy,101922-3,i4voLDywuSg,Songwe,Ileje District Council,Isoko Other Hospital,Isoko Other Hospital,,DOD,HJF,3
1497,NHp0glmvJta,Kaengesa Health Center,NHp0glmvJta,120380-1,cYmmwjP18RQ,Rukwa,Sumbawanga District Council,Kaengesa Health Center,Kaengesa Health Center,,DOD,HJF,3
1498,Y0950DtzQc2,Mfinga Dispensary,Y0950DtzQc2,104753-9,AW90HD8AYYM,Rukwa,Sumbawanga District Council,Mfinga Dispensary,Mfinga Dispensary,,DOD,HJF,3
1499,GZ6wL5cn7ty,Kilangawana Dispensary,GZ6wL5cn7ty,102819-0,zPLvAZ2B2uA,Rukwa,Sumbawanga District Council,Kilangawana Dispensary,Kilangawana Dispensary,,DOD,HJF,3
1500,NTplSWLFvCZ,Katumba Health Center,NTplSWLFvCZ,102489-2,xSQzYXQtKqo,Katavi,Nsimbo District Council,Katumba Health Center,Katumba Health Center,,DOD,HJF,3
1501,HIp7miuPeO6,Nyeregete Dispensary,HIp7miuPeO6,106845-1,lvZlQ6cKftX,Mbeya,Mbarali District Council,Nyeregete Dispensary,Nyeregete Dispensary,,DOD,HJF,3
1502,NFm8R26KVdk,Itale Dispensary,NFm8R26KVdk,101959-5,om8am31f1ST,Songwe,Ileje District Council,Itale Dispensary,Itale Dispensary,,DOD,HJF,3
1503,BllCyUIQijQ,Mamba Dispensary,BllCyUIQijQ,109158-6,cvWYW3veymQ,Mbeya,Chunya District Council,Mamba Dispensary,Mamba Dispensary,,DOD,HJF,3
1504,AxWEjqTo267,Kyimo Dispensary,AxWEjqTo267,103434-7,m4AkbJlATTP,Mbeya,Rungwe District Council,Kyimo Dispensary,Kyimo Dispensary,,DOD,HJF,3
1505,NxAIOEZn0Y8,Lufilyo Dispensary,NxAIOEZn0Y8,109318-6,EDPcqECFB4B,Mbeya,Busokelo District Council,Lufilyo Dispensary,Lufilyo Dispensary,,DOD,HJF,3
1506,YXYcg7FUfjN,Kilasilo Dispensary,YXYcg7FUfjN,102820-8,wvuqeac592e,Mbeya,Kyela District Council,Kilasilo Dispensary,Kilasilo Dispensary,,DOD,HJF,3
1507,VCRYPQjCghp,Ihahi Dispensary,VCRYPQjCghp,101602-1,CDoj4lHVTLq,Mbeya,Mbarali District Council,Ihahi Dispensary,Ihahi Dispensary,,DOD,HJF,3
1508,eGK0lJlTTyk,Ngwala Dispensary,eGK0lJlTTyk,109156-0,hST25Ia83lb,Songwe,Songwe District Council,Ngwala Dispensary,Ngwala Dispensary,,DOD,HJF,3
1509,fEc5GfkV0d1,Ifupa Dispensary,fEc5GfkV0d1,101507-2,RFW5EHR9JjE,Mbeya,Mbeya District Council,Ifupa Dispensary,Ifupa Dispensary,,DOD,HJF,3
1510,vVz14DTZpmR,Chitete Dispensary,vVz14DTZpmR,100855-6,NJuThj3Vv4z,Songwe,Momba District Council,Chitete Dispensary,Chitete Dispensary,,DOD,HJF,3
1511,RdC2qsnotHQ,Imalilo Songwe Dispensary,RdC2qsnotHQ,109511-6,Aq8nbxjxNGf,Mbeya,Mbarali District Council,Imalilo Songwe Dispensary,Imalilo Songwe Dispensary,,DOD,HJF,3
1512,RNWB1iRUQUD,Msangano Dispensary,RNWB1iRUQUD,105435-2,GCrWX6cLnGu,Songwe,Momba District Council,Msangano Dispensary,Msangano Dispensary,,DOD,HJF,3
1513,uoGMIiMGaa5,Chilulumo Dispensary,uoGMIiMGaa5,100815-0,sHzbkUhU3rb,Songwe,Momba District Council,Chilulumo Dispensary,Chilulumo Dispensary,,DOD,HJF,3
1514,XTd5dzttRLD,St. Benedict Health Center,XTd5dzttRLD,107570-4,eh2jr0kRJ1V,Katavi,Nsimbo District Council,St. Benedict Health Center,St. Benedict Health Center,,DOD,HJF,3
1515,HVnyveXImWE,Ngorotwa Health Center,HVnyveXImWE,106421-1,o1Cvl3qcqYj,Rukwa,Kalambo District Council,Ngorotwa Health Center,Ngorotwa Health Center,,DOD,HJF,3
1516,wTznle0b89S,Muungano Dispensary,wTznle0b89S,105732-2,LW8ES4TvJcs,Mbeya,Mbarali District Council,Muungano Dispensary,Muungano Dispensary,,DOD,HJF,3
1517,IjbUv7q6A5R,Ntendo Dispensary,IjbUv7q6A5R,106599-4,jKHR3DCslqc,Rukwa,Sumbawanga Municipal Council,Ntendo Dispensary,Ntendo Dispensary,,DOD,HJF,3
1518,APx9ydv96Hm,Madundasi Dispensary,APx9ydv96Hm,111627-6,lWU82SRyYG5,Mbeya,Mbarali District Council,Madundasi Dispensary,Madundasi Dispensary,,DOD,HJF,3
1519,PQ02nAi2LJx,Mkusi Dispensary,PQ02nAi2LJx,105146-5,Uk6XT5LzIAG,Rukwa,Sumbawanga District Council,Mkusi Dispensary,Mkusi Dispensary,,DOD,HJF,3
1520,lK6YkszJwpp,Mpapa Dispensary,lK6YkszJwpp,105347-9,zHz3Y9rUGA8,Songwe,Momba District Council,Mpapa Dispensary,Mpapa Dispensary,,DOD,HJF,3
1521,ruPUl4YDf9n,Isitu Dispensary,ruPUl4YDf9n,101917-3,Qq1SIPnxOpP,Mbeya,Mbarali District Council,Isitu Dispensary,Isitu Dispensary,,DOD,HJF,3
1522,qQemRmBzk9v,Nyumbu Health Center,qQemRmBzk9v,106865-9,I5GqL0LoRVz,Pwani,Kibaha Town Council,Nyumbu Health Center,Nyumbu Health Center,Military,DOD,HJF,3
1523,rGL4y2wvSLB,Mtisi Health Center,rGL4y2wvSLB,110262-3,zMxVlUzbuGG,Katavi,Nsimbo District Council,Mtisi Health Center,Mtisi Health Center,,DOD,HJF,3
1524,JRb0nXdt2fa,Nkwilo Dispensary,JRb0nXdt2fa,106560-6,CZ5aRMf4lfV,Rukwa,Sumbawanga District Council,Nkwilo Dispensary,Nkwilo Dispensary,,DOD,HJF,3
1525,UIVAGGNX60w,Isongole Dispensary,UIVAGGNX60w,101927-2,WwH6k7rakzr,Songwe,Ileje District Council,Isongole Dispensary,Isongole Dispensary,,DOD,HJF,3
1526,kvcfNv03V7W,Sakalilo Dispensary,kvcfNv03V7W,107234-7,iLGnoD9tUN5,Rukwa,Sumbawanga District Council,Sakalilo Dispensary,Sakalilo Dispensary,,DOD,HJF,3
1527,uoCaw024rGv,Myunga Dispensary,uoCaw024rGv,105016-0,d7AK1YZXgt8,Songwe,Momba District Council,Myunga Dispensary,Myunga Dispensary,,DOD,HJF,3
1528,WShGS0Co1qk,Mgulani Jkt Health Center,WShGS0Co1qk,104791-9,ihcyOi7iW0p,Dar es Salaam,Temeke Municipal Council,Mgulani Jkt Health Center,Mgulani Jkt Health Center,Military,DOD,HJF,3
1529,RAZkz9R9jCD,Ikukwa Health Center,RAZkz9R9jCD,101676-5,s3CiNkptqCg,Mbeya,Mbeya District Council,Ikukwa Health Center,Ikukwa Health Center,,DOD,HJF,3
1530,yRwaq42krKL,Shoga Dispensary,yRwaq42krKL,107440-0,LJVeIIrQKrl,Mbeya,Chunya District Council,Shoga Dispensary,Shoga Dispensary,,DOD,HJF,3
1531,xBaEQ4G8Lqp,Lugombo Dispensary,xBaEQ4G8Lqp,103648-2,bgXZd4tTkxL,Mbeya,Kyela District Council,Lugombo Dispensary,Lugombo Dispensary,,DOD,HJF,3
1532,GV8Csg3UZ69,Mkulwe Health Center,GV8Csg3UZ69,109212-1,yQq3TfY7tIj,Songwe,Momba District Council,Mkulwe Health Center,Mkulwe Health Center,,DOD,HJF,3
1533,yXj2JksKO3n,Majengo Dispensary,yXj2JksKO3n,104053-4,huYhLKCWpp3,Rukwa,Sumbawanga Municipal Council,Majengo Dispensary,Majengo Dispensary,,DOD,HJF,3
1534,S6Kw3dbdCa5,Masoko Dispensary,S6Kw3dbdCa5,104418-9,jSWyj10UuGc,Mbeya,Rungwe District Council,Masoko Dispensary,Masoko Dispensary,,DOD,HJF,3
1535,TzKrhjIdB5Z,Itamba Dispensary,TzKrhjIdB5Z,101961-1,GzSiOprmt83,Mbeya,Mbarali District Council,Itamba Dispensary,Itamba Dispensary,,DOD,HJF,3
1536,aH3OhZfAlEg,Mwazye Mission Dispensary,aH3OhZfAlEg,105990-6,JojBVrzTGwo,Rukwa,Kalambo District Council,Mwazye Mission Dispensary,Mwazye Mission Dispensary,,DOD,HJF,3
1537,UvLdqABIhYQ,Nsonyanga Dispensary,UvLdqABIhYQ,106586-1,HRa8NjObP2m,Mbeya,Mbarali District Council,Nsonyanga Dispensary,Nsonyanga Dispensary,,DOD,HJF,3
1538,OwbND1mYShU,Idiwili Dispensary,OwbND1mYShU,101483-6,UwnWDQOP7R6,Songwe,Mbozi District Council,Idiwili Dispensary,Idiwili Dispensary,,DOD,HJF,3
1539,J3nX69td5rd,Ilembo Health Center,J3nX69td5rd,102438-9,WLR02acCreD,Katavi,Mpanda Municipal Council,Ilembo Health Center,Ilembo Health Center,,DOD,HJF,3
1540,qHfHcYE9f6r,Wimba Mahango Dispensary,qHfHcYE9f6r,109573-6,saLn7iuvd5O,Mbeya,Mbarali District Council,Wimba Mahango Dispensary,Wimba Mahango Dispensary,,DOD,HJF,3
1541,stqsgZwPMp1,Tamasenga Dispensary,stqsgZwPMp1,107722-1,LZ6zolwQCrP,Rukwa,Sumbawanga Municipal Council,Tamasenga Dispensary,Tamasenga Dispensary,,DOD,HJF,3
1542,Dc5JWqOQZpv,Kandete Dispensary,Dc5JWqOQZpv,102310-0,zzjQxUr3ABR,Mbeya,Kyela District Council,Kandete Dispensary,Kandete Dispensary,,DOD,HJF,3
1543,cSATBoSMrZ0,Igamba Dispensary,cSATBoSMrZ0,101526-2,KE5V8ltSbU9,Songwe,Mbozi District Council,Igamba Dispensary,Igamba Dispensary,,DOD,HJF,3
1544,kbCbkMtQRDX,Mirumba Dispensary,kbCbkMtQRDX,104936-0,Ja9j6ueszVf,Katavi,Mpimbwe District Council,Mirumba Dispensary,Mirumba Dispensary,,DOD,HJF,3
1545,ByHgTXCt9KC,Kisale Dispensary,ByHgTXCt9KC,103067-5,eFKgJNUKkE2,Mbeya,Kyela District Council,Kisale Dispensary,Kisale Dispensary,,DOD,HJF,3
1546,NpQfBODPZ2N,Makambini Dispensary,NpQfBODPZ2N,112356-1,aIH6mlmDq8I,Songwe,Tunduma Town Council,Makambini Dispensary,Makambini Dispensary,,DOD,HJF,3
1547,eL9pd07ugKE,Mwimbi Health Center,eL9pd07ugKE,106020-1,uDXBVvAggNG,Rukwa,Kalambo District Council,Mwimbi Health Center,Mwimbi Health Center,,DOD,HJF,3
1548,Iq48h8EyzEM,Itagata Dispensary,Iq48h8EyzEM,101952-0,mZn03U43l8m,Mbeya,Rungwe District Council,Itagata Dispensary,Itagata Dispensary,,DOD,HJF,3
1549,RAMPMo5mVy1,Ichesa Dispensary,RAMPMo5mVy1,101465-3,bknD1ctPPKC,Songwe,Mbozi District Council,Ichesa Dispensary,Ichesa Dispensary,,DOD,HJF,3
1550,VOlBgCXT6Ic,Kasansa Dispensary,VOlBgCXT6Ic,102405-8,SnRwtRrFPPr,Katavi,Mpimbwe District Council,Kasansa Dispensary,Kasansa Dispensary,,DOD,HJF,3
1551,Wc68tvdOrQk,Kibaoni Health Center,Wc68tvdOrQk,102580-8,Qsu8M77UcA1,Katavi,Mpimbwe District Council,Kibaoni Health Center,Kibaoni Health Center,,DOD,HJF,3
1552,vSgyA0FcCbi,Uyole Other Hospital,vSgyA0FcCbi,108232-0,Nrcnnwawh5o,Mbeya,Mbeya City Council,Uyole Other Hospital,Uyole Other Hospital,,DOD,HJF,3
1553,iqt2n51cfkk,Kikondo Dispensary,iqt2n51cfkk,102788-7,SkZfmFwtF5G,Mbeya,Mbeya District Council,Kikondo Dispensary,Kikondo Dispensary,,DOD,HJF,3
1554,wqPWMOtj1ls,Isange Health Center,wqPWMOtj1ls,112231-6,bQ4LMWg7RSM,Mbeya,Busokelo District Council,Isange Health Center,Isange Health Center,,DOD,HJF,3
1555,QIBkW0RylaD,Mumba Health Center,QIBkW0RylaD,105678-7,Bnw6pjOdH2d,Rukwa,Sumbawanga District Council,Mumba Health Center,Mumba Health Center,,DOD,HJF,3
1556,GQuSbQmiObx,Itende Dispensary,GQuSbQmiObx,101970-2,BHlcV6NvD85,Mbeya,Mbeya City Council,Itende Dispensary,Itende Dispensary,,DOD,HJF,3
1557,CDVoScb0FCs,Kilida Dispensary,CDVoScb0FCs,102829-9,b7bqpucqlae,Katavi,Mpimbwe District Council,Kilida Dispensary,Kilida Dispensary,,DOD,HJF,3
1558,znIK1uqwWXd,Umoja Dispensary,znIK1uqwWXd,108101-7,RVO6pje7jyf,Mtwara,Mtwara Municipal Council,Umoja Dispensary,Umoja Dispensary,Military,DOD,HJF,3
1559,iZa9bkPxlar,Iwiji Dispensary,iZa9bkPxlar,102033-8,Yan1BDYodU1,Mbeya,Mbeya District Council,Iwiji Dispensary,Iwiji Dispensary,,DOD,HJF,3
1560,oF3iTlUuf1V,Mtimbwa Dispensary,oF3iTlUuf1V,105563-1,rcZNbTvDrSW,Rukwa,Sumbawanga Municipal Council,Mtimbwa Dispensary,Mtimbwa Dispensary,,DOD,HJF,3
1561,WTp6KVip66Z,Ilomba Dispensary,WTp6KVip66Z,101756-5,IAUd5K2YILf,Songwe,Mbozi District Council,Ilomba Dispensary,Ilomba Dispensary,,DOD,HJF,3
1562,srM4EyMp4tl,Mbebe Dispensary,srM4EyMp4tl,104584-8,SZ4z91dmnTM,Songwe,Ileje District Council,Mbebe Dispensary,Mbebe Dispensary,,DOD,HJF,3
1563,FTW1fgPoYMk,Swaila Dispensary,FTW1fgPoYMk,107688-4,euYmXgzfb3q,Rukwa,Nkasi District Council,Swaila Dispensary,Swaila Dispensary,,DOD,HJF,3
1564,jJwb29VOClS,Mbede Dispensary,jJwb29VOClS,104585-5,eopSnFiYRim,Katavi,Mpimbwe District Council,Mbede Dispensary,Mbede Dispensary,,DOD,HJF,3
1565,OR1d1Q1PwZ9,Chombe Dispensary,OR1d1Q1PwZ9,100878-8,FniSt6q9Ydy,Rukwa,Sumbawanga District Council,Chombe Dispensary,Chombe Dispensary,,DOD,HJF,3
1566,ueV1i0zZ6Vg,Mwese Health Center,ueV1i0zZ6Vg,106012-8,qOI2ED1gkCC,Katavi,Tanganyika District Council,Mwese Health Center,Mwese Health Center,,DOD,HJF,3
1567,WmLr5bhJnSS,Ikulwe Dispensary,WmLr5bhJnSS,110090-8,hw6CltDfqUN,Katavi,Mpimbwe District Council,Ikulwe Dispensary,Ikulwe Dispensary,,DOD,HJF,3
1568,PiH3yetWhLq,Ipwani Dispensary,PiH3yetWhLq,101842-3,QfsqAuKgwo6,Mbeya,Mbarali District Council,Ipwani Dispensary,Ipwani Dispensary,,DOD,HJF,3
1569,TasVHJJHc7V,Katumba Songwe Dispensary,TasVHJJHc7V,102492-6,Z6BCy0NTiXU,Mbeya,Kyela District Council,Katumba Songwe Dispensary,Katumba Songwe Dispensary,,DOD,HJF,3
1570,EDSMbgcOeRf,Busale Dispensary,EDSMbgcOeRf,100582-6,OUMw1Xmdu5z,Mbeya,Kyela District Council,Busale Dispensary,Busale Dispensary,,DOD,HJF,3
1571,Y3pw4ISdSxr,Lufingo Dispensary,Y3pw4ISdSxr,103624-3,DvziFJr52Tx,Mbeya,Rungwe District Council,Lufingo Dispensary,Lufingo Dispensary,,DOD,HJF,3
1572,vOcuH9U9ReQ,Mabadaga Dispensary,vOcuH9U9ReQ,109745-0,BSBVRqxCUgm,Mbeya,Mbarali District Council,Mabadaga Dispensary,Mabadaga Dispensary,,DOD,HJF,3
1573,NyEajPIhbqD,Kapalala Dispensary,NyEajPIhbqD,109171-9,Jrs9XiFMNoO,Songwe,Songwe District Council,Kapalala Dispensary,Kapalala Dispensary,,DOD,HJF,3
1574,FSrDE879jpB,Kate Dispensary,FSrDE879jpB,102468-6,pYHueKSwMp8,Rukwa,Nkasi District Council,Kate Dispensary,Kate Dispensary,,DOD,HJF,3
1575,oqImF5Reywt,Mbigili Dispensary,oqImF5Reywt,109987-8,CepMhtAy4Q1,Mbeya,Busokelo District Council,Mbigili Dispensary,Mbigili Dispensary,,DOD,HJF,3
1576,HcbYjIiRP0g,Jkt Mlale Dispensary,HcbYjIiRP0g,105176-2,FbqXNcTmSve,Ruvuma,Songea District Council,Jkt Mlale Dispensary,Jkt Mlale Dispensary,Military,DOD,HJF,3
1577,WaCzoo6gMsE,Kilimahewa Dispensary,WaCzoo6gMsE,102833-1,pn3lj11Rq6R,Rukwa,Sumbawanga Municipal Council,Kilimahewa Dispensary,Kilimahewa Dispensary,,DOD,HJF,3
1578,wRyTuKJFG6U,Mkinga Dispensary,wRyTuKJFG6U,105073-1,vCugCoHELaZ,Rukwa,Nkasi District Council,Mkinga Dispensary,Mkinga Dispensary,,DOD,HJF,3
1579,mpGsp7rl2CS,Pauline Dispensary,mpGsp7rl2CS,106983-0,xF5udXZVqDd,Mbeya,Mbeya District Council,Pauline Dispensary,Pauline Dispensary,,DOD,HJF,3
1580,gk76W3bLR4T,Nyamalimbe Dispensary,gk76W3bLR4T,106697-6,m0nYlXRRKo1,Geita,Geita District Council,Nyamalimbe Dispensary,Nyamalimbe Dispensary,,CDC,ICAP,3
1581,ZO2xwJ8Gn14,Lulembela Dispensary,ZO2xwJ8Gn14,103703-5,VI7NnRrtxFx,Geita,Mbogwe District Council,Lulembela Dispensary,Lulembela Dispensary,,CDC,ICAP,3
1582,FSggZWBhpDa,Kigara Dispensary,FSggZWBhpDa,102699-6,rOZmGkyHS5C,Mwanza,Ukerewe District Council,Kigara Dispensary,Kigara Dispensary,,CDC,ICAP,3
1583,Dm4BhPg8B3N,Shadi Dispensary,Dm4BhPg8B3N,107388-1,PI9O4gpljOA,Mwanza,Nyamagana Municipal Council,Shadi Dispensary,Shadi Dispensary,,CDC,ICAP,3
1584,Hwhye7bEqrI,Kongolo Dispensary,Hwhye7bEqrI,103306-7,eoiOuY4R3gj,Mwanza,Magu District Council,Kongolo Dispensary,Kongolo Dispensary,,CDC,ICAP,3
1585,skWxYfa4y1I,Itabagumba Dispensary,skWxYfa4y1I,101948-8,vPXsKOhiaOy,Mwanza,Buchosa District Council,Itabagumba Dispensary,Itabagumba Dispensary,,CDC,ICAP,3
1586,N1dxDvQuNWy,Buhunda Dispensary,N1dxDvQuNWy,100486-0,sc1FT3Wqzyp,Mwanza,Misungwi District Council,Buhunda Dispensary,Buhunda Dispensary,,CDC,ICAP,3
1587,sbvJ7cubQL2,Mwingiro Dispensary,sbvJ7cubQL2,106023-5,MOsnpuYv4FH,Geita,Nyang'hwale District Council,Mwingiro Dispensary,Mwingiro Dispensary,,CDC,ICAP,3
1588,sP1W5enIqom,Nyegezi Dispensary,sP1W5enIqom,106835-2,RhOg6VgKfmq,Mwanza,Nyamagana Municipal Council,Nyegezi Dispensary,Nyegezi Dispensary,,CDC,ICAP,3
1589,rta0leGTWdE,Busolwa Dispensary,rta0leGTWdE,100607-1,lbO5gx8wTzY,Geita,Nyang'hwale District Council,Busolwa Dispensary,Busolwa Dispensary,,CDC,ICAP,3
1590,zFS04WcG9x3,Mahaha Dispensary,zFS04WcG9x3,104007-0,KzAtUuAIC3e,Mwanza,Magu District Council,Mahaha Dispensary,Mahaha Dispensary,,CDC,ICAP,3
1591,vRxfDrFQ5mt,Butarama Health Center,vRxfDrFQ5mt,109819-3,N7xXWl7OpcJ,Geita,Chato District Council,Butarama Health Center,Butarama Health Center,,CDC,ICAP,3
1592,H9c6mORK9Cl,Busisi Health Center,H9c6mORK9Cl,109728-6,NhgnxO74PZN,Mwanza,Sengerema District Council,Busisi Health Center,Busisi Health Center,,CDC,ICAP,3
1593,RCSnKMZKb2a,Kaseni Dispensary,RCSnKMZKb2a,102418-1,ikU8igJN4ew,Mwanza,Ukerewe District Council,Kaseni Dispensary,Kaseni Dispensary,,CDC,ICAP,3
1594,PpTFEK2uVaH,Luhanga Dispensary,PpTFEK2uVaH,103662-3,caW7txAIGod,Mwanza,Ilemela Municipal Council,Luhanga Dispensary,Luhanga Dispensary,,CDC,ICAP,3
1595,a3SvGYJ6rhH,Mwangika Dispensary,a3SvGYJ6rhH,105930-2,iORhUTqQiVY,Mwanza,Kwimba District Council,Mwangika Dispensary,Mwangika Dispensary,,CDC,ICAP,3
1596,chNwsniglrd,Sumbugu Dispensary,chNwsniglrd,107665-2,auVR3QrNq0O,Mwanza,Misungwi District Council,Sumbugu Dispensary,Sumbugu Dispensary,,CDC,ICAP,3
1597,WIaDOoK620y,Bugarika Dispensary,WIaDOoK620y,100448-0,i3jtrcLMjc5,Mwanza,Nyamagana Municipal Council,Bugarika Dispensary,Bugarika Dispensary,,CDC,ICAP,3
1598,YBnuohdrXBP,Ukiriguru Dispensary,YBnuohdrXBP,108054-8,s0dPRf1xCIg,Mwanza,Misungwi District Council,Ukiriguru Dispensary,Ukiriguru Dispensary,,CDC,ICAP,3
1599,eJyKrjKyzFr,Kikubiji Dispensary,eJyKrjKyzFr,110971-9,AXaWmHTLzYC,Mwanza,Kwimba District Council,Kikubiji Dispensary,Kikubiji Dispensary,,CDC,ICAP,3
1600,y6xBDFIcqJ8,Busumba Dispensary,y6xBDFIcqJ8,100614-7,ZcEntGoi9e6,Mwanza,Ukerewe District Council,Busumba Dispensary,Busumba Dispensary,,CDC,ICAP,3
1601,vvgtSBnAhTl,Iligamba Dispensary,vvgtSBnAhTl,101739-1,uPKvsaazvDR,Mwanza,Buchosa District Council,Iligamba Dispensary,Iligamba Dispensary,,CDC,ICAP,3
1602,o8uR8r5K7Sy,Bugorola Dispensary,o8uR8r5K7Sy,100459-7,Clu1PfjmY4H,Mwanza,Ukerewe District Council,Bugorola Dispensary,Bugorola Dispensary,,CDC,ICAP,3
1603,VL5IHxX8CMo,Nyamazugo Dispensary,VL5IHxX8CMo,106707-3,rZY1n3ukljK,Mwanza,Sengerema District Council,Nyamazugo Dispensary,Nyamazugo Dispensary,,CDC,ICAP,3
1604,QNKo8b1VgSI,Kasenyi Dispensary,QNKo8b1VgSI,102420-7,OPQUkV0ek56,Mwanza,Sengerema District Council,Kasenyi Dispensary,Kasenyi Dispensary,,CDC,ICAP,3
1605,sByI7tOjwmx,Kalebezo Dispensary,sByI7tOjwmx,102231-8,B6WpQ2s1EYI,Mwanza,Buchosa District Council,Kalebezo Dispensary,Kalebezo Dispensary,,CDC,ICAP,3
1606,duhgbUEf7xN,Bujashi Dispensary,duhgbUEf7xN,100488-6,ywZUAKIVu1i,Mwanza,Magu District Council,Bujashi Dispensary,Bujashi Dispensary,,CDC,ICAP,3
1607,EIkvHhIthxs,Fumagila Dispensary,EIkvHhIthxs,101160-0,SNfywN8aiJx,Mwanza,Nyamagana Municipal Council,Fumagila Dispensary,Fumagila Dispensary,,CDC,ICAP,3
1608,wBurrzBGifJ,Kayenze Dispensary,wBurrzBGifJ,102515-4,aLZhufEcbwJ,Geita,Nyang'hwale District Council,Kayenze Dispensary,Kayenze Dispensary,,CDC,ICAP,3
1609,ghxofUit4qX,H.H Agakhan Other Hospital,ghxofUit4qX,100052-0,XYStwU5dA6v,Mwanza,Nyamagana Municipal Council,H.H Agakhan Other Hospital,H.H Agakhan Other Hospital,,CDC,ICAP,3
1610,nOkuWMtQBGB,Hamukoko Dispensary,nOkuWMtQBGB,101306-9,Ehw5saoGM7y,Mwanza,Ukerewe District Council,Hamukoko Dispensary,Hamukoko Dispensary,,CDC,ICAP,3
1611,VFD7pJPyLAM,Nyamhongolo Dispensary,VFD7pJPyLAM,106718-0,EOWia1cudrE,Mwanza,Ilemela Municipal Council,Nyamhongolo Dispensary,Nyamhongolo Dispensary,,CDC,ICAP,3
1612,xQIZfOiLcB5,Bugelenga Dispensary,xQIZfOiLcB5,100449-8,xRQIAF79gEM,Geita,Bukombe District Council,Bugelenga Dispensary,Bugelenga Dispensary,,CDC,ICAP,3
1613,uNTEUeptR0o,Mondo Dispensary,uNTEUeptR0o,105285-1,USOc5P625Sn,Mwanza,Misungwi District Council,Mondo Dispensary,Mondo Dispensary,,CDC,ICAP,3
1614,f408AVbvpy4,Bulamba Dispensary,f408AVbvpy4,100527-1,NmCuSxqvb6x,Mwanza,Ukerewe District Council,Bulamba Dispensary,Bulamba Dispensary,,CDC,ICAP,3
1615,rThwuQD93tY,Nyampande Dispensary,rThwuQD93tY,106745-3,f2rpXUPh9cY,Mwanza,Sengerema District Council,Nyampande Dispensary,Nyampande Dispensary,,CDC,ICAP,3
1616,l1MyPgCBQcX,Chamabanda Dispensary,l1MyPgCBQcX,100710-3,lF4yoCE62cx,Mwanza,Sengerema District Council,Chamabanda Dispensary,Chamabanda Dispensary,,CDC,ICAP,3
1617,edbgVj6WqyM,Nyalwanzaja Dispensary,edbgVj6WqyM,111505-4,uAKKR9AA89b,Geita,Geita District Council,Nyalwanzaja Dispensary,Nyalwanzaja Dispensary,,CDC,ICAP,3
1618,LIMhhYYo525,Bulela Dispensary,LIMhhYYo525,100533-9,CKCKNq8vGtN,Geita,Geita Town council,Bulela Dispensary,Bulela Dispensary,,CDC,ICAP,3
1619,HQOYaeOzkum,Chigunga Dispensary,HQOYaeOzkum,100791-3,JtNm52Ekzv8,Geita,Geita District Council,Chigunga Dispensary,Chigunga Dispensary,,CDC,ICAP,3
